ph,moisture,label,icon,reason
4.23,89.2,Pakis Sayur,🌿,Lembap hutan
6.13,22.1,Cabai Keriting,🌶️,Drainase baik
6.49,57.9,Oyong,🥒,Subur air tinggi
6.77,57.6,Kacang Panjang,🥢,Tanah subur ideal
5.59,54.1,Talas,🍃,Kuat di tanah asam lembap
6.64,43.6,Sawi,🥬,Panen cepat
7.25,25.3,Bawang Merah,🧅,Suka pH netral-basa
6.26,47.5,Sawi,🥬,Panen cepat
5.96,58.6,Oyong,🥒,Subur air tinggi
6.26,27.8,Cabai Rawit,🌶️,Anti becek
5.3,17.8,Singkong,🥔,Sangat kuat kering & asam
4.67,85.3,Pakis Sayur,🌿,Lembap hutan
6.62,33.8,Kemangi,🌿,Suka panas
6.43,72.4,Selada Air,🥗,Air mengalir
7.0,53.5,Bayam,🥬,Perlu air cukup
6.84,50.0,Bayam,🥬,Perlu air cukup
5.02,17.7,Singkong,🥔,Sangat kuat kering & asam
6.57,52.4,Kacang Panjang,🥢,Tanah subur ideal
5.72,49.7,Talas,🍃,Kuat di tanah asam lembap
4.46,92.5,Pakis Sayur,🌿,Lembap hutan
6.25,85.0,Kangkung Air,🌿,Butuh genangan air
6.14,24.0,Cabai Keriting,🌶️,Drainase baik
7.79,33.1,Bawang Merah,🧅,Suka pH netral-basa
6.63,31.8,Kemangi,🌿,Suka panas
4.58,92.1,Pakis Sayur,🌿,Lembap hutan
6.67,55.5,Kacang Panjang,🥢,Tanah subur ideal
4.83,18.2,Singkong,🥔,Sangat kuat kering & asam
5.27,48.3,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.8,29.7,Bawang Daun,🌱,Tahan pH tinggi
6.58,46.4,Sawi,🥬,Panen cepat
5.39,49.5,Talas,🍃,Kuat di tanah asam lembap
6.08,71.2,Selada Air,🥗,Air mengalir
7.6,25.1,Bawang Merah,🧅,Suka pH netral-basa
7.27,59.7,Kubis (Kol),🥬,Toleran tanah basa
7.31,26.0,Bawang Merah,🧅,Suka pH netral-basa
5.44,48.7,Talas,🍃,Kuat di tanah asam lembap
6.09,74.5,Selada Air,🥗,Air mengalir
4.73,89.0,Pakis Sayur,🌿,Lembap hutan
6.23,23.8,Cabai Rawit,🌶️,Anti becek
7.03,50.7,Kembang Kol,🥦,Anti akar gada
7.01,47.6,Kembang Kol,🥦,Anti akar gada
4.85,15.7,Singkong,🥔,Sangat kuat kering & asam
7.34,46.6,Kembang Kol,🥦,Anti akar gada
7.21,60.9,Kubis (Kol),🥬,Toleran tanah basa
6.78,52.3,Bayam,🥬,Perlu air cukup
5.83,38.6,Terong Lalap,🍆,Tumbuh baik di kebun
7.3,31.9,Bawang Merah,🧅,Suka pH netral-basa
6.32,74.1,Selada Air,🥗,Air mengalir
6.42,87.8,Kangkung Air,🌿,Butuh genangan air
5.89,38.3,Terong Lalap,🍆,Tumbuh baik di kebun
4.91,13.5,Singkong,🥔,Sangat kuat kering & asam
4.31,94.2,Pakis Sayur,🌿,Lembap hutan
5.3,43.4,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.61,53.1,Talas,🍃,Kuat di tanah asam lembap
6.53,81.4,Kangkung Air,🌿,Butuh genangan air
6.32,24.6,Cabai Keriting,🌶️,Drainase baik
7.47,33.4,Bawang Merah,🧅,Suka pH netral-basa
6.42,70.9,Selada Air,🥗,Air mengalir
6.51,48.8,Bayam,🥬,Perlu air cukup
6.27,63.6,Oyong,🥒,Subur air tinggi
6.72,58.9,Kacang Panjang,🥢,Tanah subur ideal
5.27,77.7,Genjer,🌿,Suka pH rendah & basah
4.71,91.0,Pakis Sayur,🌿,Lembap hutan
5.57,36.2,Terong Lalap,🍆,Tumbuh baik di kebun
7.34,29.0,Bawang Merah,🧅,Suka pH netral-basa
6.9,33.5,Kemangi,🌿,Suka panas
4.97,41.5,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.3,55.6,Kacang Panjang,🥢,Tanah subur ideal
6.62,41.6,Sawi,🥬,Panen cepat
4.73,77.2,Genjer,🌿,Suka pH rendah & basah
5.29,76.5,Genjer,🌿,Suka pH rendah & basah
7.41,61.3,Kubis (Kol),🥬,Toleran tanah basa
6.36,55.8,Oyong,🥒,Subur air tinggi
7.13,45.2,Kembang Kol,🥦,Anti akar gada
6.49,55.6,Oyong,🥒,Subur air tinggi
6.38,59.9,Oyong,🥒,Subur air tinggi
4.99,84.1,Genjer,🌿,Suka pH rendah & basah
6.27,57.6,Kacang Panjang,🥢,Tanah subur ideal
6.37,54.5,Kacang Panjang,🥢,Tanah subur ideal
7.24,25.2,Bawang Merah,🧅,Suka pH netral-basa
7.62,27.7,Bawang Daun,🌱,Tahan pH tinggi
6.48,28.2,Cabai Rawit,🌶️,Anti becek
6.36,56.7,Oyong,🥒,Subur air tinggi
5.43,50.0,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.33,61.5,Oyong,🥒,Subur air tinggi
5.27,48.3,Talas,🍃,Kuat di tanah asam lembap
6.33,54.6,Kacang Panjang,🥢,Tanah subur ideal
6.57,20.5,Cabai Rawit,🌶️,Anti becek
6.52,48.1,Bayam,🥬,Perlu air cukup
6.32,29.1,Cabai Rawit,🌶️,Anti becek
6.16,22.0,Cabai Keriting,🌶️,Drainase baik
6.13,79.3,Selada Air,🥗,Air mengalir
6.95,27.2,Kemangi,🌿,Suka panas
6.11,56.1,Oyong,🥒,Subur air tinggi
6.76,26.1,Kemangi,🌿,Suka panas
6.77,32.1,Kemangi,🌿,Suka panas
6.45,18.9,Cabai Keriting,🌶️,Drainase baik
6.36,58.2,Kacang Panjang,🥢,Tanah subur ideal
5.55,54.6,Talas,🍃,Kuat di tanah asam lembap
6.31,18.8,Cabai Keriting,🌶️,Drainase baik
6.42,19.0,Cabai Keriting,🌶️,Drainase baik
6.21,57.3,Oyong,🥒,Subur air tinggi
5.23,49.5,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.78,31.5,Kemangi,🌿,Suka panas
6.53,58.5,Kacang Panjang,🥢,Tanah subur ideal
4.92,11.3,Singkong,🥔,Sangat kuat kering & asam
5.43,49.6,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.65,24.5,Cabai Rawit,🌶️,Anti becek
5.61,39.2,Terong Lalap,🍆,Tumbuh baik di kebun
6.36,24.1,Cabai Rawit,🌶️,Anti becek
5.38,48.3,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.96,76.7,Selada Air,🥗,Air mengalir
6.14,56.5,Oyong,🥒,Subur air tinggi
5.93,39.0,Terong Lalap,🍆,Tumbuh baik di kebun
5.24,48.2,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.68,59.8,Kacang Panjang,🥢,Tanah subur ideal
6.56,21.6,Cabai Rawit,🌶️,Anti becek
7.06,48.5,Kembang Kol,🥦,Anti akar gada
6.04,35.7,Terong Lalap,🍆,Tumbuh baik di kebun
6.43,50.6,Kacang Panjang,🥢,Tanah subur ideal
7.55,21.7,Bawang Daun,🌱,Tahan pH tinggi
4.83,10.1,Singkong,🥔,Sangat kuat kering & asam
7.19,51.6,Kembang Kol,🥦,Anti akar gada
6.22,59.5,Kacang Panjang,🥢,Tanah subur ideal
7.63,57.2,Kubis (Kol),🥬,Toleran tanah basa
6.66,59.3,Kacang Panjang,🥢,Tanah subur ideal
6.2,57.1,Kacang Panjang,🥢,Tanah subur ideal
5.96,61.5,Oyong,🥒,Subur air tinggi
6.18,72.8,Selada Air,🥗,Air mengalir
6.02,73.7,Selada Air,🥗,Air mengalir
6.61,80.1,Kangkung Air,🌿,Butuh genangan air
6.57,24.2,Cabai Rawit,🌶️,Anti becek
4.79,93.4,Pakis Sayur,🌿,Lembap hutan
6.61,30.3,Kemangi,🌿,Suka panas
7.08,25.8,Kemangi,🌿,Suka panas
5.94,76.8,Selada Air,🥗,Air mengalir
5.52,53.8,Talas,🍃,Kuat di tanah asam lembap
6.98,45.2,Bayam,🥬,Perlu air cukup
6.29,78.2,Selada Air,🥗,Air mengalir
6.27,23.5,Cabai Keriting,🌶️,Drainase baik
7.1,52.1,Bayam,🥬,Perlu air cukup
6.55,87.1,Kangkung Air,🌿,Butuh genangan air
6.39,83.3,Kangkung Air,🌿,Butuh genangan air
6.75,47.1,Sawi,🥬,Panen cepat
6.43,20.5,Cabai Rawit,🌶️,Anti becek
5.14,15.8,Singkong,🥔,Sangat kuat kering & asam
6.94,45.7,Kembang Kol,🥦,Anti akar gada
6.19,16.9,Cabai Keriting,🌶️,Drainase baik
6.4,57.2,Oyong,🥒,Subur air tinggi
6.06,16.9,Cabai Keriting,🌶️,Drainase baik
6.7,59.9,Kacang Panjang,🥢,Tanah subur ideal
7.45,31.1,Bawang Merah,🧅,Suka pH netral-basa
6.06,16.5,Cabai Keriting,🌶️,Drainase baik
6.74,45.9,Bayam,🥬,Perlu air cukup
6.32,22.2,Cabai Rawit,🌶️,Anti becek
6.67,22.0,Cabai Rawit,🌶️,Anti becek
4.85,18.1,Singkong,🥔,Sangat kuat kering & asam
6.42,55.1,Oyong,🥒,Subur air tinggi
6.22,28.1,Cabai Rawit,🌶️,Anti becek
5.16,18.7,Singkong,🥔,Sangat kuat kering & asam
6.41,48.6,Sawi,🥬,Panen cepat
6.34,87.8,Kangkung Air,🌿,Butuh genangan air
4.7,14.3,Singkong,🥔,Sangat kuat kering & asam
6.68,81.1,Kangkung Air,🌿,Butuh genangan air
7.44,61.8,Kubis (Kol),🥬,Toleran tanah basa
4.36,86.0,Pakis Sayur,🌿,Lembap hutan
6.35,74.3,Selada Air,🥗,Air mengalir
6.29,70.8,Selada Air,🥗,Air mengalir
7.36,61.9,Kubis (Kol),🥬,Toleran tanah basa
7.57,22.8,Bawang Daun,🌱,Tahan pH tinggi
7.32,45.2,Kembang Kol,🥦,Anti akar gada
5.14,42.0,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.6,55.3,Kacang Panjang,🥢,Tanah subur ideal
6.2,81.2,Kangkung Air,🌿,Butuh genangan air
5.26,84.0,Genjer,🌿,Suka pH rendah & basah
6.31,22.7,Cabai Rawit,🌶️,Anti becek
6.71,46.7,Sawi,🥬,Panen cepat
6.96,51.8,Bayam,🥬,Perlu air cukup
4.24,91.7,Pakis Sayur,🌿,Lembap hutan
5.13,43.4,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.37,49.3,Kembang Kol,🥦,Anti akar gada
7.09,46.8,Bayam,🥬,Perlu air cukup
7.55,63.5,Kubis (Kol),🥬,Toleran tanah basa
7.45,52.0,Kembang Kol,🥦,Anti akar gada
6.4,62.6,Oyong,🥒,Subur air tinggi
6.24,57.1,Oyong,🥒,Subur air tinggi
6.46,84.7,Kangkung Air,🌿,Butuh genangan air
4.6,85.8,Pakis Sayur,🌿,Lembap hutan
6.0,33.3,Terong Lalap,🍆,Tumbuh baik di kebun
7.85,21.6,Bawang Daun,🌱,Tahan pH tinggi
6.63,40.3,Sawi,🥬,Panen cepat
6.42,43.3,Sawi,🥬,Panen cepat
6.29,29.2,Cabai Rawit,🌶️,Anti becek
7.62,61.4,Kubis (Kol),🥬,Toleran tanah basa
4.72,14.4,Singkong,🥔,Sangat kuat kering & asam
6.22,18.3,Cabai Keriting,🌶️,Drainase baik
6.84,50.4,Bayam,🥬,Perlu air cukup
6.56,54.3,Bayam,🥬,Perlu air cukup
4.75,82.2,Genjer,🌿,Suka pH rendah & basah
7.33,55.4,Kubis (Kol),🥬,Toleran tanah basa
6.75,29.3,Cabai Rawit,🌶️,Anti becek
6.63,82.3,Kangkung Air,🌿,Butuh genangan air
4.64,88.4,Pakis Sayur,🌿,Lembap hutan
6.68,26.7,Cabai Rawit,🌶️,Anti becek
5.36,48.3,Talas,🍃,Kuat di tanah asam lembap
5.25,43.4,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.97,30.9,Kemangi,🌿,Suka panas
6.16,57.0,Oyong,🥒,Subur air tinggi
7.73,21.8,Bawang Daun,🌱,Tahan pH tinggi
7.79,25.5,Bawang Merah,🧅,Suka pH netral-basa
5.37,52.9,Talas,🍃,Kuat di tanah asam lembap
6.73,45.7,Sawi,🥬,Panen cepat
5.1,44.3,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.55,88.3,Kangkung Air,🌿,Butuh genangan air
6.03,31.4,Terong Lalap,🍆,Tumbuh baik di kebun
7.52,27.2,Bawang Merah,🧅,Suka pH netral-basa
5.46,49.5,Talas,🍃,Kuat di tanah asam lembap
6.26,58.3,Kacang Panjang,🥢,Tanah subur ideal
4.74,83.4,Genjer,🌿,Suka pH rendah & basah
6.7,32.4,Kemangi,🌿,Suka panas
4.96,12.6,Singkong,🥔,Sangat kuat kering & asam
5.76,36.0,Terong Lalap,🍆,Tumbuh baik di kebun
7.55,33.1,Bawang Merah,🧅,Suka pH netral-basa
7.65,31.4,Bawang Merah,🧅,Suka pH netral-basa
6.56,82.6,Kangkung Air,🌿,Butuh genangan air
5.96,18.7,Cabai Keriting,🌶️,Drainase baik
5.06,19.0,Singkong,🥔,Sangat kuat kering & asam
7.31,26.1,Bawang Merah,🧅,Suka pH netral-basa
6.89,33.5,Kemangi,🌿,Suka panas
6.04,79.7,Selada Air,🥗,Air mengalir
7.74,29.8,Bawang Merah,🧅,Suka pH netral-basa
4.45,91.1,Pakis Sayur,🌿,Lembap hutan
6.29,53.3,Kacang Panjang,🥢,Tanah subur ideal
6.65,50.4,Kacang Panjang,🥢,Tanah subur ideal
5.96,63.6,Oyong,🥒,Subur air tinggi
6.17,24.7,Cabai Keriting,🌶️,Drainase baik
6.29,50.7,Kacang Panjang,🥢,Tanah subur ideal
7.05,31.2,Kemangi,🌿,Suka panas
7.8,24.1,Bawang Daun,🌱,Tahan pH tinggi
5.36,45.4,Talas,🍃,Kuat di tanah asam lembap
6.2,24.9,Cabai Keriting,🌶️,Drainase baik
6.34,15.5,Cabai Keriting,🌶️,Drainase baik
5.75,46.4,Talas,🍃,Kuat di tanah asam lembap
6.66,83.0,Kangkung Air,🌿,Butuh genangan air
5.02,42.8,Ubi Cilembu,🍠,"Toleran asam, air sedang"
8.09,22.3,Bawang Daun,🌱,Tahan pH tinggi
6.44,78.1,Selada Air,🥗,Air mengalir
6.43,48.7,Sawi,🥬,Panen cepat
5.47,50.9,Talas,🍃,Kuat di tanah asam lembap
6.23,59.4,Kacang Panjang,🥢,Tanah subur ideal
6.22,51.5,Kacang Panjang,🥢,Tanah subur ideal
7.99,26.8,Bawang Daun,🌱,Tahan pH tinggi
5.23,13.9,Singkong,🥔,Sangat kuat kering & asam
6.39,21.6,Cabai Keriting,🌶️,Drainase baik
5.9,71.5,Selada Air,🥗,Air mengalir
5.33,40.9,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.76,81.9,Kangkung Air,🌿,Butuh genangan air
7.43,60.6,Kubis (Kol),🥬,Toleran tanah basa
5.05,45.4,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.51,48.6,Sawi,🥬,Panen cepat
6.85,30.3,Kemangi,🌿,Suka panas
6.36,75.6,Selada Air,🥗,Air mengalir
4.7,12.4,Singkong,🥔,Sangat kuat kering & asam
6.82,30.1,Kemangi,🌿,Suka panas
6.31,57.6,Oyong,🥒,Subur air tinggi
5.35,53.9,Talas,🍃,Kuat di tanah asam lembap
6.75,47.9,Bayam,🥬,Perlu air cukup
6.54,54.4,Bayam,🥬,Perlu air cukup
5.7,37.2,Terong Lalap,🍆,Tumbuh baik di kebun
6.97,53.1,Bayam,🥬,Perlu air cukup
6.66,28.3,Kemangi,🌿,Suka panas
4.9,48.0,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.32,87.1,Kangkung Air,🌿,Butuh genangan air
7.78,58.3,Kubis (Kol),🥬,Toleran tanah basa
6.43,56.6,Kacang Panjang,🥢,Tanah subur ideal
6.42,64.3,Oyong,🥒,Subur air tinggi
6.38,23.9,Cabai Rawit,🌶️,Anti becek
5.67,47.0,Talas,🍃,Kuat di tanah asam lembap
6.02,76.8,Selada Air,🥗,Air mengalir
6.04,15.6,Cabai Keriting,🌶️,Drainase baik
6.45,80.5,Kangkung Air,🌿,Butuh genangan air
6.24,87.7,Kangkung Air,🌿,Butuh genangan air
7.67,57.8,Kubis (Kol),🥬,Toleran tanah basa
7.28,60.7,Kubis (Kol),🥬,Toleran tanah basa
7.79,64.2,Kubis (Kol),🥬,Toleran tanah basa
6.63,48.0,Sawi,🥬,Panen cepat
5.29,19.7,Singkong,🥔,Sangat kuat kering & asam
6.31,18.4,Cabai Keriting,🌶️,Drainase baik
6.61,24.9,Cabai Rawit,🌶️,Anti becek
4.9,77.0,Genjer,🌿,Suka pH rendah & basah
6.07,17.6,Cabai Keriting,🌶️,Drainase baik
5.13,18.6,Singkong,🥔,Sangat kuat kering & asam
6.54,43.0,Sawi,🥬,Panen cepat
5.99,20.2,Cabai Keriting,🌶️,Drainase baik
8.06,26.4,Bawang Daun,🌱,Tahan pH tinggi
7.28,57.6,Kubis (Kol),🥬,Toleran tanah basa
6.94,46.7,Kembang Kol,🥦,Anti akar gada
5.71,34.8,Terong Lalap,🍆,Tumbuh baik di kebun
4.77,84.7,Genjer,🌿,Suka pH rendah & basah
5.41,50.3,Talas,🍃,Kuat di tanah asam lembap
6.45,53.8,Kacang Panjang,🥢,Tanah subur ideal
5.7,38.2,Terong Lalap,🍆,Tumbuh baik di kebun
7.82,23.7,Bawang Daun,🌱,Tahan pH tinggi
7.01,45.6,Kembang Kol,🥦,Anti akar gada
7.96,23.4,Bawang Daun,🌱,Tahan pH tinggi
6.43,73.0,Selada Air,🥗,Air mengalir
5.18,44.9,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.34,44.6,Sawi,🥬,Panen cepat
6.27,76.2,Selada Air,🥗,Air mengalir
5.14,45.1,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.71,33.1,Bawang Merah,🧅,Suka pH netral-basa
6.04,55.9,Oyong,🥒,Subur air tinggi
6.04,77.6,Selada Air,🥗,Air mengalir
5.02,14.5,Singkong,🥔,Sangat kuat kering & asam
7.26,49.2,Kembang Kol,🥦,Anti akar gada
5.4,45.8,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.21,21.1,Cabai Keriting,🌶️,Drainase baik
4.82,15.8,Singkong,🥔,Sangat kuat kering & asam
4.98,15.0,Singkong,🥔,Sangat kuat kering & asam
4.35,88.8,Pakis Sayur,🌿,Lembap hutan
7.87,21.4,Bawang Daun,🌱,Tahan pH tinggi
6.47,24.4,Cabai Rawit,🌶️,Anti becek
7.07,28.3,Kemangi,🌿,Suka panas
5.18,48.5,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.66,20.5,Bawang Daun,🌱,Tahan pH tinggi
4.71,15.3,Singkong,🥔,Sangat kuat kering & asam
6.66,52.5,Kacang Panjang,🥢,Tanah subur ideal
6.2,57.1,Oyong,🥒,Subur air tinggi
6.36,52.5,Kacang Panjang,🥢,Tanah subur ideal
7.21,48.0,Kembang Kol,🥦,Anti akar gada
4.78,16.6,Singkong,🥔,Sangat kuat kering & asam
5.53,49.2,Talas,🍃,Kuat di tanah asam lembap
5.9,74.1,Selada Air,🥗,Air mengalir
7.54,25.7,Bawang Merah,🧅,Suka pH netral-basa
7.53,55.4,Kubis (Kol),🥬,Toleran tanah basa
5.96,37.8,Terong Lalap,🍆,Tumbuh baik di kebun
6.25,15.3,Cabai Keriting,🌶️,Drainase baik
7.39,51.6,Kembang Kol,🥦,Anti akar gada
4.88,77.9,Genjer,🌿,Suka pH rendah & basah
4.46,94.5,Pakis Sayur,🌿,Lembap hutan
5.38,44.7,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.55,56.1,Kubis (Kol),🥬,Toleran tanah basa
6.5,28.9,Cabai Rawit,🌶️,Anti becek
6.91,26.9,Kemangi,🌿,Suka panas
6.56,22.4,Cabai Rawit,🌶️,Anti becek
7.35,59.2,Kubis (Kol),🥬,Toleran tanah basa
7.42,49.5,Kembang Kol,🥦,Anti akar gada
7.29,27.6,Bawang Merah,🧅,Suka pH netral-basa
6.34,23.7,Cabai Keriting,🌶️,Drainase baik
5.48,53.7,Talas,🍃,Kuat di tanah asam lembap
6.77,89.5,Kangkung Air,🌿,Butuh genangan air
5.71,45.5,Talas,🍃,Kuat di tanah asam lembap
7.36,45.6,Kembang Kol,🥦,Anti akar gada
7.09,47.2,Bayam,🥬,Perlu air cukup
4.7,79.4,Genjer,🌿,Suka pH rendah & basah
6.66,57.4,Kacang Panjang,🥢,Tanah subur ideal
6.42,75.0,Selada Air,🥗,Air mengalir
6.56,26.6,Kemangi,🌿,Suka panas
6.45,19.6,Cabai Keriting,🌶️,Drainase baik
5.73,47.9,Talas,🍃,Kuat di tanah asam lembap
4.82,80.5,Genjer,🌿,Suka pH rendah & basah
5.62,31.4,Terong Lalap,🍆,Tumbuh baik di kebun
6.66,50.8,Kacang Panjang,🥢,Tanah subur ideal
7.28,32.0,Bawang Merah,🧅,Suka pH netral-basa
6.71,29.6,Kemangi,🌿,Suka panas
6.92,52.8,Bayam,🥬,Perlu air cukup
7.23,52.5,Kembang Kol,🥦,Anti akar gada
7.54,27.2,Bawang Merah,🧅,Suka pH netral-basa
5.51,50.5,Talas,🍃,Kuat di tanah asam lembap
8.04,21.9,Bawang Daun,🌱,Tahan pH tinggi
5.99,34.5,Terong Lalap,🍆,Tumbuh baik di kebun
6.21,74.8,Selada Air,🥗,Air mengalir
6.65,47.9,Sawi,🥬,Panen cepat
5.28,81.8,Genjer,🌿,Suka pH rendah & basah
4.84,15.5,Singkong,🥔,Sangat kuat kering & asam
7.17,53.8,Kembang Kol,🥦,Anti akar gada
6.22,47.0,Sawi,🥬,Panen cepat
4.73,93.1,Pakis Sayur,🌿,Lembap hutan
6.35,22.0,Cabai Rawit,🌶️,Anti becek
5.04,11.0,Singkong,🥔,Sangat kuat kering & asam
6.91,26.9,Kemangi,🌿,Suka panas
6.26,20.3,Cabai Rawit,🌶️,Anti becek
6.24,15.6,Cabai Keriting,🌶️,Drainase baik
6.06,32.3,Terong Lalap,🍆,Tumbuh baik di kebun
6.48,51.8,Kacang Panjang,🥢,Tanah subur ideal
4.4,94.0,Pakis Sayur,🌿,Lembap hutan
7.32,51.0,Kembang Kol,🥦,Anti akar gada
4.74,15.8,Singkong,🥔,Sangat kuat kering & asam
8.07,23.9,Bawang Daun,🌱,Tahan pH tinggi
7.77,56.9,Kubis (Kol),🥬,Toleran tanah basa
6.45,78.7,Selada Air,🥗,Air mengalir
6.75,26.3,Kemangi,🌿,Suka panas
6.87,51.1,Bayam,🥬,Perlu air cukup
7.08,48.8,Bayam,🥬,Perlu air cukup
6.49,17.4,Cabai Keriting,🌶️,Drainase baik
5.5,50.3,Talas,🍃,Kuat di tanah asam lembap
7.69,57.6,Kubis (Kol),🥬,Toleran tanah basa
5.67,35.6,Terong Lalap,🍆,Tumbuh baik di kebun
6.58,89.3,Kangkung Air,🌿,Butuh genangan air
5.9,61.5,Oyong,🥒,Subur air tinggi
6.64,25.9,Cabai Rawit,🌶️,Anti becek
5.51,30.6,Terong Lalap,🍆,Tumbuh baik di kebun
6.37,72.2,Selada Air,🥗,Air mengalir
4.26,90.9,Pakis Sayur,🌿,Lembap hutan
6.25,58.4,Kacang Panjang,🥢,Tanah subur ideal
7.29,64.1,Kubis (Kol),🥬,Toleran tanah basa
6.22,58.4,Kacang Panjang,🥢,Tanah subur ideal
4.7,78.6,Genjer,🌿,Suka pH rendah & basah
6.69,48.1,Sawi,🥬,Panen cepat
6.04,19.4,Cabai Keriting,🌶️,Drainase baik
6.33,59.4,Oyong,🥒,Subur air tinggi
6.41,77.8,Selada Air,🥗,Air mengalir
5.62,50.8,Talas,🍃,Kuat di tanah asam lembap
5.2,47.1,Talas,🍃,Kuat di tanah asam lembap
5.27,43.5,Ubi Cilembu,🍠,"Toleran asam, air sedang"
7.08,27.0,Kemangi,🌿,Suka panas
6.9,34.3,Kemangi,🌿,Suka panas
6.3,64.2,Oyong,🥒,Subur air tinggi
7.6,27.3,Bawang Daun,🌱,Tahan pH tinggi
6.34,29.7,Cabai Rawit,🌶️,Anti becek
6.38,81.3,Kangkung Air,🌿,Butuh genangan air
7.33,48.5,Kembang Kol,🥦,Anti akar gada
6.49,42.4,Sawi,🥬,Panen cepat
8.01,29.8,Bawang Daun,🌱,Tahan pH tinggi
4.87,81.5,Genjer,🌿,Suka pH rendah & basah
6.38,63.0,Oyong,🥒,Subur air tinggi
7.72,33.1,Bawang Merah,🧅,Suka pH netral-basa
7.72,24.6,Bawang Daun,🌱,Tahan pH tinggi
7.79,30.9,Bawang Merah,🧅,Suka pH netral-basa
4.71,94.7,Pakis Sayur,🌿,Lembap hutan
4.81,76.8,Genjer,🌿,Suka pH rendah & basah
5.0,48.5,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.61,28.7,Kemangi,🌿,Suka panas
7.45,29.3,Bawang Merah,🧅,Suka pH netral-basa
5.08,42.7,Ubi Cilembu,🍠,"Toleran asam, air sedang"
5.35,46.5,Talas,🍃,Kuat di tanah asam lembap
7.88,23.4,Bawang Daun,🌱,Tahan pH tinggi
7.69,56.3,Kubis (Kol),🥬,Toleran tanah basa
7.6,57.0,Kubis (Kol),🥬,Toleran tanah basa
7.6,63.5,Kubis (Kol),🥬,Toleran tanah basa
7.34,45.1,Kembang Kol,🥦,Anti akar gada
6.52,50.5,Kacang Panjang,🥢,Tanah subur ideal
6.61,47.0,Bayam,🥬,Perlu air cukup
6.68,44.0,Sawi,🥬,Panen cepat
6.85,50.0,Bayam,🥬,Perlu air cukup
5.5,42.4,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.6,53.1,Kacang Panjang,🥢,Tanah subur ideal
6.18,74.9,Selada Air,🥗,Air mengalir
7.39,33.2,Bawang Merah,🧅,Suka pH netral-basa
6.57,85.9,Kangkung Air,🌿,Butuh genangan air
5.22,49.9,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.39,77.6,Selada Air,🥗,Air mengalir
5.71,34.1,Terong Lalap,🍆,Tumbuh baik di kebun
6.59,52.8,Bayam,🥬,Perlu air cukup
4.28,87.3,Pakis Sayur,🌿,Lembap hutan
6.53,89.6,Kangkung Air,🌿,Butuh genangan air
7.72,58.4,Kubis (Kol),🥬,Toleran tanah basa
6.77,29.9,Cabai Rawit,🌶️,Anti becek
4.79,81.0,Genjer,🌿,Suka pH rendah & basah
6.89,27.1,Kemangi,🌿,Suka panas
6.43,55.3,Oyong,🥒,Subur air tinggi
5.56,48.6,Talas,🍃,Kuat di tanah asam lembap
6.12,18.4,Cabai Keriting,🌶️,Drainase baik
6.23,22.1,Cabai Rawit,🌶️,Anti becek
5.43,49.0,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.76,30.6,Kemangi,🌿,Suka panas
6.15,63.7,Oyong,🥒,Subur air tinggi
6.35,24.7,Cabai Keriting,🌶️,Drainase baik
7.07,46.2,Bayam,🥬,Perlu air cukup
5.61,45.8,Talas,🍃,Kuat di tanah asam lembap
6.83,28.5,Kemangi,🌿,Suka panas
7.23,52.0,Kembang Kol,🥦,Anti akar gada
6.54,52.5,Bayam,🥬,Perlu air cukup
5.28,54.6,Talas,🍃,Kuat di tanah asam lembap
5.41,42.9,Ubi Cilembu,🍠,"Toleran asam, air sedang"
6.67,49.8,Sawi,🥬,Panen cepat
7.64,63.3,Kubis (Kol),🥬,Toleran tanah basa
4.55,90.9,Pakis Sayur,🌿,Lembap hutan
6.18,77.4,Selada Air,🥗,Air mengalir
7.44,26.7,Bawang Merah,🧅,Suka pH netral-basa
6.73,43.2,Sawi,🥬,Panen cepat
6.96,50.9,Bayam,🥬,Perlu air cukup
6.32,79.1,Selada Air,🥗,Air mengalir
